大麦泡酒能不能带上飞机？	行李问题_携带物品要求_酒类物品携带规定
航班是因为天气原因不能起飞吗？	航班问题_无航班号查询航班动态
我需要带一个兔子去坐飞机，要怎么办理呀	行李问题_携带物品要求_其他物品
济南机场可办临时身份证吗	乘机流程问题_其他_办理临时乘机证明
机场延机的时候有个原因是前程流量控制,是什么意思?	航班问题_其他_流量控制解释
国航对于特殊人群有什么照顾？	乘机流程问题_特殊人群
行李托运时间最晚比起飞时间早多久	行李问题_行李托运规则_托运办理时间
买票	负例
我在市场上买的活的那个甲鱼我要怎么带走啊？	行李问题_携带物品要求_其他物品
可以同时携带一个行李箱和书包登机吗？	行李问题_行李托运规则_行李尺寸问题
第一次坐飞机需要注意什么，什么可以带什么不可以...	行李问题_携带物品要求_可随身携带物品要求
短信通知明天的航班取消，怎么办	航班问题_其他_航班取消欺诈短信
办理乘机手续什么意思	乘机流程问题_登机_国内出发流程
云南的有机老白树茶饼可不可以带？	行李问题_携带物品要求_其他物品
是每种化妆品不超过100ml还是所带化妆品加起来不超过100ml	行李问题_携带物品要求_化妆品
充电宝可以带上飞机吗？	行李问题_携带物品要求_充电宝
小孩的机票怎么算的	票务问题_票价_儿童票价政策
机场为什么会限流	航班问题_其他_流量控制解释
36寸的单板吉它可以托运吗？	行李问题_携带物品要求_其他物品
航班无故取消的原因	航班问题_其他_航班延误取消解释
要带骨灰盒需要注意什么？	行李问题_携带物品要求_其他物品
行李尺寸问题	行李问题_行李托运规则_行李尺寸问题
国内航班到港后你们机场这边流程是什么？	乘机流程问题_到达_国内到达流程
电脑可以托运吗？	行李问题_携带物品要求_其他物品
一岁宝宝飞机票怎么收费	票务问题_票价_儿童票价政策
腮红能不能带？	行李问题_携带物品要求_其他物品
国航可以携带拐杖上飞机吗？	行李问题_携带物品要求_其他物品
化妆里的眼霜可以不用托运吗?	行李问题_携带物品要求_其他物品
可以托运哪些动物	行李问题_行李托运规则_动物托运规定
我买了一套银的碗筷，可以随身带上飞机吗？	行李问题_携带物品要求_其他物品
飞机场可以办临时身份证吗	乘机流程问题_其他_办理临时乘机证明
航班晚点了3个小时有没有补偿?	航班问题_延误或取消政策_航班延误或取消赔偿政策
办理托运截止时间	行李问题_行李托运规则_托运办理时间
飞机托运标准是什么	行李问题_行李托运规则
残疾证飞机票有优惠吗	票务问题_客票预定_残病特殊旅客购票政策
乘坐飞机可以带上拐杖吗？	行李问题_携带物品要求_其他物品
请问固体猪油可以带上飞机吗？	行李问题_携带物品要求_其他物品
你们机场对携带网球拍有什么特殊的规定吗？	行李问题_携带物品要求_其他物品
请问下西部航空行李托运怎么购买	行李问题_行李托运规则_行李超重政策
托运100g洗面奶	行李问题_携带物品要求_化妆品
祥鹏航空从7月1日开始行李是收费了吗	行李问题_行李托运规则_行李尺寸问题
樱桃可以带上飞机吗	行李问题_携带物品要求_其他物品
我身份证丢了，我要从昆明回北京怎么登机啊	乘机流程问题_其他_办理临时乘机证明
牛干巴可以带上飞机吗？	行李问题_携带物品要求_其他物品
我要带我的佐料胡椒粉上飞机。	行李问题_携带物品要求_其他物品
去哪网发短信说航班取消	航班问题_其他_航班取消欺诈短信
丹参粉能不能带上飞机？	行李问题_携带物品要求_其他物品
伤残军人买机票	票务问题_客票预定_残病特殊旅客购票政策
身份证过期了还可以坐飞机吗？	乘机流程问题_其他_证件过期问题
那个麻烦问一下带油卤腐可不可以上飞机？	行李问题_携带物品要求_其他物品
140g的牙膏可以托运吗	行李问题_携带物品要求_其他物品
20寸拉杆箱能随身携带上飞机吗	行李问题_行李托运规则_行李尺寸问题
安检门的辐射会损坏电子产品吗	乘机流程问题_安检_安检安全解释
您好，我就是想问一下乌梅可不可以带上飞机？	行李问题_携带物品要求_其他物品
值过机了，起飞前多久还可以托运行李	行李问题_行李托运规则_托运办理时间
我从国内出发要走什么样的流程？	乘机流程问题_登机_国内出发流程
为什么飞机起飞要收起小桌板	乘机流程问题_其他_小桌板遮光板解释
国内登机托运注意事项	行李问题_行李托运规则
飞机上能使用剃须刀吗？	行李问题_携带物品要求_管制刀具
如果我想带比较多的水果的走，你们这边有什么规定没有	行李问题_携带物品要求_其他物品
飞机携带行李规定液体	行李问题_携带物品要求_液体物品
飞机托运行李规定尺寸	行李问题_行李托运规则
祥鹏航空行李携带上机的尺寸？	行李问题_行李托运规则_行李尺寸问题
溜冰鞋可以带着乘机吗？	行李问题_携带物品要求_其他物品
行李托运政策	行李问题_行李托运规则
藏刀可以托运吗	行李问题_携带物品要求_管制刀具
农村老家自己种的黄豆可以带吗	行李问题_携带物品要求_其他物品
妇科类用药可以带吗？	行李问题_携带物品要求_其他物品
我不是本地人，身份证在昆明丢了，可以用护照登机吗？	乘机流程问题_其他_乘机证件问题
用余额宝买的机票退票后钱退到哪里	票务问题_退票_退款返回方式
航班婴儿票什么算	票务问题_票价_儿童票价政策
七子粉可以托运带走吗?	行李问题_携带物品要求_其他物品
残疾旅客乘机服务	乘机流程问题_其他_残疾旅客服务政策
在长水机场有没有设置军人优先通道？	乘机流程问题_其他_军人依法优先政策
行李是否有中转服务	乘机流程问题_其他_中转服务解释
如何购买行李托运	行李问题_行李托运规则_行李超重政策
我的身份证过期两天了，还可以用来乘机吗？	乘机流程问题_其他_证件过期问题
重庆江北机场规定充电宝不能超过多少安	行李问题_携带物品要求_充电宝
请问一下中药没有熬的，一包的可以带吗?	行李问题_携带物品要求_其他物品
东航的客票一般有效期是多久？	票务问题_其他_机票有效期
我是13号从昆明飞到北京，我现在身份证不在身上，机场这边是怎么解决这个问题的	乘机流程问题_其他_办理临时乘机证明
出发地天气良好为什么会延误	航班问题_航班延误_航班因天气延误解释
防暴盾牌在昆明机场可以办理托运吗？	行李问题_携带物品要求_其他物品
买打折机票坐飞机会与全价机票有区别吗？	票务问题_优惠机票
昆航可以托运宠物吗	行李问题_行李托运规则_动物托运规定
我是昆明出港的国际航班，您知道国际航班的流程是什么吗?	乘机流程问题_登机_国际出发流程
帮别人买票退票钱会退给谁	票务问题_退票_退款返回方式
您好，我想问一下昆明飞北海的航班，我已经订好了机票，有一个1岁8个月的孩子，只有护照可以吗？	乘机流程问题_其他_护照登机政策
重庆江北机场可以办临时身份证登机吗	乘机流程问题_其他_办理临时乘机证明
坐飞机耳朵为什么不舒服，有什么办法？	乘机流程问题_其他_耳部不适缓解方法
登机口被要求托运来的及吗	乘机流程问题_其他_登机口托运问题
20寸的行李箱不用办理托运是么	行李问题_行李托运规则_行李尺寸问题
重要文件可以带上飞机吗？	行李问题_携带物品要求_其他物品
请问携带锂电池又什么规定吗？	行李问题_携带物品要求_锂电池
延误了6个小时，到底怎么解决，赔多少钱	航班问题_延误或取消政策_航班延误或取消赔偿政策
我收藏的钱币可以带吗？	行李问题_携带物品要求_其他物品
带剃须刀上机时电池有要求吗？	行李问题_携带物品要求_锂电池
你好，我想询问我箱子是24寸可以带上飞机吗	行李问题_行李托运规则_行李尺寸问题
浦东机场没带身份证能不能领登机牌啊	乘机流程问题_其他_办理临时乘机证明
我想带点熬好的中药可以带上飞机吗?	行李问题_携带物品要求_其他物品
电子琴可以随身携带上机吗？	行李问题_携带物品要求_其他物品
飞机起飞时为啥要打开遮光板	乘机流程问题_其他_小桌板遮光板解释
行李超过多少需办理托运	行李问题_行李托运规则_行李超重政策
包装好的狗肉可以带吗？	行李问题_携带物品要求_其他物品
我可以带蓝莓酸奶吗？	行李问题_携带物品要求_其他物品
网上值机后需要托运行李	行李问题_行李托运规则_自助值机托运政策
我身份证遗失了，要来云南旅游在北京办的临时乘机证只有七天有效期到时到昆明就是八天了就过期了，有什么可以补一下吗	乘机流程问题_其他_办理临时乘机证明
深航可以携带拐杖上飞机吗？	行李问题_携带物品要求_其他物品
要坐紧急出口，有什么限制吗？	乘机流程问题_其他_紧急出口座位规定
国内客票的有效期为	票务问题_其他_机票有效期
打折机票低是什么原因	票务问题_优惠机票
现金可以带上飞机吗？	行李问题_携带物品要求_其他物品
请问刚出来的婴儿可以坐飞机吗？	票务问题_客票预定_婴儿乘机政策
五香味的香肠可以带吗？	行李问题_携带物品要求_其他物品
买票时，儿童和婴儿的界限是什么	票务问题_小孩购票乘机问题
可以带蓝牙音箱吗	行李问题_携带物品要求_其他物品
你好，我想问一下多肉的盆栽能不能随身携带上机？	行李问题_携带物品要求_其他物品
行李额，支付费	行李问题_行李托运规则_行李超重政策
我的身份证还在补办，要坐飞机需要办个什么证明	乘机流程问题_其他_办理临时乘机证明
您好，我的行李箱到达昆明长水机场后被弄坏了，后面机场赔了我一个，现在到家了发现还是坏的，该怎么处理？	行李问题_行李托运规则_行李损坏丢失漏取问题
坐飞机带食品的规定	行李问题_携带物品要求_其他物品
残疾旅客有什么服务政策	乘机流程问题_其他_残疾旅客服务政策
航班取消的原因是什么	航班问题_其他_航班延误取消解释
飞机取消后，我现在能办退票吗？	航班问题_航班退票改签无航司
大人用护照订票，小孩也可以用护照订票乘机吗？	乘机流程问题_其他_护照登机政策
用于实验的过氧化氢可以带吗？	行李问题_携带物品要求_其他物品
安检能不能让带烟草过安检呢？	行李问题_携带物品要求_其他物品
病残旅客包括什么情况？	票务问题_客票预定_病残旅客条件
行李尺寸要求	行李问题_行李托运规则_行李尺寸问题
卡地亚的品牌火机可以带吗？	行李问题_携带物品要求_其他物品
超重部分怎么收费	行李问题_行李托运规则_行李超重政策
娜丽丝防晒喷雾可以托运吗	行李问题_携带物品要求_化妆品
退票后如何返款	票务问题_退票_退款返回方式
托运费用	行李问题_行李托运规则_行李超重政策
南京航空公司如何退票	航班问题_航班退票改签有航司
残军票为什么不是半价	票务问题_客票预定_残病特殊旅客购票政策
我的猫可以和我一起上机吗？	行李问题_携带物品要求_其他物品
甜牛奶可以带上飞机吗?	行李问题_携带物品要求_其他物品
我有护照能用来坐国内的飞机吗	乘机流程问题_其他_护照登机政策
厦门航空可以携带拐杖上飞机吗？	行李问题_携带物品要求_其他物品
麻烦问一下我要带一个高尔夫球杆，可以托运吗?	行李问题_携带物品要求_其他物品
航班取消的原因有几种	航班问题_其他_航班延误取消解释
可以带水果吗	行李问题_携带物品要求_其他物品
带上飞机的行李有重量限制吗	行李问题_携带物品要求_可随身携带物品要求
怀孕5个月要怎么乘机	乘机流程问题_其他_孕妇乘机政策
我儿子2岁要买票吗	票务问题_小孩购票乘机问题
我坐飞机的时候，能不能带那个葡萄酒	行李问题_携带物品要求_酒类物品携带规定
坐飞机耳朵不舒服，怎么回事？	乘机流程问题_其他_耳部不适缓解方法
儿童票的标准是什么	票务问题_小孩购票乘机问题
飞机手提行李超重了怎么办	乘机流程问题_其他_登机口托运问题
快递安检机辐射危害有多大	乘机流程问题_安检_安检安全解释
我想带点葵花油可以吗？	行李问题_携带物品要求_其他物品
你们机场的安检可不可以让我们自己的轮椅通过？	行李问题_携带物品要求_其他物品
飞机票两周岁是怎么算的	票务问题_票价_儿童票价政策
问一下乐器就是琵琶可以直接通过安检带上飞机吗	行李问题_携带物品要求_其他物品
流量控制是对什么的控制	航班问题_其他_流量控制解释
无陪儿童机票怎么办理	票务问题_客票预定_残病特殊旅客购票政策
我想问一下指甲油可以托运吗	行李问题_携带物品要求_其他物品
麻烦问一下我们下个月要飞杭州，带一个1岁7个月的孩子，但是只有护照，可以吗？	乘机流程问题_其他_护照登机政策
上飞机可以带蛋制品吗？	行李问题_携带物品要求_其他物品
什么是联程票	票务问题_客票预定_联程票
登记可以带多少毫升化妆品	行李问题_携带物品要求_化妆品
国际航班，骨灰盒可以带上飞机吗？需要些什么手续？	行李问题_携带物品要求_其他物品
请问茶叶，豆腐乳，枸杞可以带上飞机吗?	行李问题_携带物品要求_其他物品
我要带点药酒能不能带	行李问题_携带物品要求_酒类物品携带规定
你好，飞机上我想带刷子可以吗？	行李问题_携带物品要求_其他物品
2020年飞机延误多久可以赔偿	航班问题_延误或取消政策_航班延误或取消赔偿政策
我的值机时间才过了2分钟我要怎么办？	航班问题_其他_误机政策
国内旅客出发流程	乘机流程问题_登机_国内出发流程
孕妇乘机有没有什么特殊服务？	乘机流程问题_其他_孕妇乘机政策
如何买到便宜机票	票务问题_优惠机票
机场不让带水却卖水	行李问题_携带物品要求_液体物品
为什么有的座位选不了	乘机流程问题_其他_紧急出口座位规定
没有油的打火机可以带吗？	行李问题_携带物品要求_打火机
坐飞机带香烟能带多少条	行李问题_携带物品要求_其他物品
特殊人群购票制度	票务问题_客票预定_残病特殊旅客购票政策
我到山东济南想托运一箱白酒可以吗？	行李问题_携带物品要求_酒类物品携带规定
虹桥机场2号航站楼办理临时登机证明在哪	乘机流程问题_其他_办理临时乘机证明
你们机场有没有为军人开通优先通道？	乘机流程问题_其他_军人依法优先政策
外用消炎消毒药可以带吗？	行李问题_携带物品要求_其他物品
我预订了明天的机票，但是我现在起了水痘，还能不能乘机啊	乘机流程问题_其他_病残旅客能否乘机
飞机飞行中可以打电话吗	乘机流程问题_其他_乘机安全
奶粉可以带上飞机吗	行李问题_携带物品要求_其他物品
飞机票分哪几种票	票务问题_优惠机票
盆栽可以直接提上飞机吗？	行李问题_携带物品要求_其他物品
怎样购买祥鹏航空公司的行李额	行李问题_行李托运规则_行李超重政策
我头疼要带几瓶藿香正气液，可以不托运吗?	行李问题_携带物品要求_其他物品
我想带些大闸蟹走，要怎么办理呢？	行李问题_携带物品要求_其他物品
安检机的辐射大吗？	乘机流程问题_安检_安检安全解释
残疾旅客能否乘机	乘机流程问题_其他_病残旅客能否乘机
残障旅客的服务	乘机流程问题_其他_残疾旅客服务政策
对特殊旅客有什么优惠政策？	乘机流程问题_特殊人群
飞机上有什么禁忌品不能带	行李问题_携带物品要求_其他物品
身份证过期了还可以乘机吗	乘机流程问题_其他_证件过期问题
你好，请问煮好的中药可以带上飞机吗？	行李问题_携带物品要求_其他物品
飞机可以带药吗	行李问题_携带物品要求_其他物品
航班延误的原因以及处理对策	航班问题_延误或取消政策_航班延误或取消赔偿政策
一米四以上买机票算是儿童票吗?	票务问题_票价_儿童票价政策
航班延误机场是否安排餐食和住宿啊？	航班问题_延误或取消政策_航班延误或取消赔偿政策
登机是否可以带香瓜	行李问题_携带物品要求_其他物品
安检门是x光吗	乘机流程问题_安检_安检安全解释
"办理流程"	负例
头痛粉能不能带？	行李问题_携带物品要求_其他物品
绞肉机可以托运吗？	行李问题_携带物品要求_其他物品
昆明机场能不能给11大的儿童办理临时证明吗？	乘机流程问题_其他_办理临时乘机证明
我要带16公斤的药品，可以办理托运吗	行李问题_携带物品要求_其他物品
成都双流机场+临时身份证明	乘机流程问题_其他_办理临时乘机证明
隔离乳能不能带？	行李问题_携带物品要求_其他物品
如果我身份证过期了要买票的话机票可以办临时乘机证吗？	乘机流程问题_其他_证件过期问题
信天游电子客票查询网址	票务问题_机票查验_机票查验方式
婴儿可以坐飞机吗	票务问题_客票预定_婴儿乘机政策
遇到航班满员被拒载怎么做	票务问题_客票预定_航班超售政策
桶装白酒5斤可以带上飞机吗	行李问题_携带物品要求_酒类物品携带规定
我自己买来用油炸的鸡枞油可以带上飞机吗？	行李问题_携带物品要求_其他物品
我有个网球拍，可以随身带上飞机吗?	行李问题_携带物品要求_其他物品
选座前面三排	乘机流程问题_其他_紧急出口座位规定
备孕期可以拒绝安检吗	乘机流程问题_安检_安检安全解释
血肠可以带吗？	行李问题_携带物品要求_其他物品
那个生日蛋糕可以带上飞机吗？	行李问题_携带物品要求_其他物品
机场急特旅客	乘机流程问题_特殊人群
先天残疾的旅客可以乘机吗？	乘机流程问题_其他_病残旅客能否乘机
你好，充电宝必须托运吗	行李问题_携带物品要求_充电宝
8个月的宝宝可以乘机吗	票务问题_客票预定_婴儿乘机政策
航班上可以使用开了飞行模式的手机吗？	乘机流程问题_其他_飞行时电子设备使用政策
你好，我想问一下怎么在线购买行李额	行李问题_行李托运规则_行李超重政策
特殊乘客都有哪些	乘机流程问题_特殊人群
我有一些咸鸭蛋可以带走吗?	行李问题_携带物品要求_其他物品
起飞时为什么不提供餐食	乘机流程问题_其他_乘务员职责
托运行李最迟提前多久	行李问题_行李托运规则_托运办理时间
行李托运规定	行李问题_行李托运规则
没有免费行李额，那20村箱子能自己带着上飞机吗	行李问题_行李托运规则_行李尺寸问题
机票超售怎么办	票务问题_客票预定_航班超售政策
您好，我是今天的国际航班，想咨询一下办理流程	乘机流程问题_登机_国际出发流程
可以带吉他上飞机么	行李问题_携带物品要求_其他物品
坐飞机可以在机舱内随便走动吗	乘机流程问题_其他_乘机安全
沈阳到泰州行李托运怎么收费	行李问题_行李托运规则_行李超重政策
每天过安检对身体的危害	乘机流程问题_安检_安检安全解释
安检是否有辐射	乘机流程问题_安检_安检安全解释
是昆明机场吗，你们机场对小孩用护照乘机有什么规定吗？	乘机流程问题_其他_护照登机政策
口服液体类药品能不能带？	行李问题_携带物品要求_液体物品
一百毫升的洗发水和香水可以随身携带上飞机吗?	行李问题_携带物品要求_化妆品
我要带鸡蛋上飞机可以了带吗？	行李问题_携带物品要求_其他物品
氨苄西林可以带吗？	行李问题_携带物品要求_其他物品
三年前安装心脏起搏器，能乘坐飞机吗？	乘机流程问题_其他_病残旅客能否乘机
按摸霜能不能带？	行李问题_携带物品要求_其他物品
办理临时身份证	乘机流程问题_其他_办理临时乘机证明
完成值机后，能退票吗	航班问题_航班退票改签无航司
你好，麻烦问一下精华水可以带上飞机吗?	行李问题_携带物品要求_其他物品
你好，我要带点云南的菊花回家，可以随身携带吗？	行李问题_携带物品要求_其他物品
我有几罐包装好的奶粉可以随机办理托运吗？	行李问题_携带物品要求_其他物品
登机牌丢了怎么办	乘机流程问题_其他_登机牌遗失处理方法
降落时没有客舱服务吗	乘机流程问题_其他_乘务员职责
婴儿机票国际航班怎么算	票务问题_票价_儿童票价政策
那个生的土鸡蛋可以带上飞机吗?	行李问题_携带物品要求_其他物品
行李额怎么够买	行李问题_行李托运规则_行李超重政策
哪些东西不能过安检	行李问题_携带物品要求_其他物品
我要带3斤左右的鹌鹑蛋可以带吗？	行李问题_携带物品要求_其他物品
眼药膏可不可以带？	行李问题_携带物品要求_其他物品
为家人订机票退票	航班问题_航班退票改签无航司
米粉可以带着坐飞机吗？	行李问题_携带物品要求_其他物品
你们对我要携带的球拍有没有什么规定？	行李问题_携带物品要求_其他物品
柿饼带上飞机可以吗	行李问题_携带物品要求_其他物品
飞机上可以带酒水吗？	行李问题_携带物品要求_酒类物品携带规定
为什么航空公司会合并航班	航班问题_航班延误_合并航班解释
为什么同样一个航班价格不一样	票务问题_客票预定_票价变动政策
小姐你好，我想带点止疼药，可以吗?	行李问题_携带物品要求_其他物品
飞机延误原因流量控制	航班问题_其他_流量控制解释
骨灰可以托运吗	行李问题_携带物品要求_其他物品
航班延误的原因是什么	航班问题_无航班号查询航班动态
肉可以带上飞机吗 国内	行李问题_携带物品要求_其他物品
白葡萄酒可以托运吗？	行李问题_携带物品要求_酒类物品携带规定
孕妇乘机有便捷吗	乘机流程问题_其他_孕妇乘机政策
有wifi的航班可以随便玩手机吗	乘机流程问题_其他_乘机安全
婴儿机票价格怎么算	票务问题_票价_儿童票价政策
航班延误有赔偿吗	航班问题_延误或取消政策_航班延误或取消赔偿政策
带打火石的火机可以带吗？	行李问题_携带物品要求_其他物品
云南的古树红茶可以带吗？	行李问题_携带物品要求_其他物品
如何辨别飞机票的真假？	票务问题_机票查验_机票查验方式
天气原因航班取消赔偿标准	航班问题_延误或取消政策_航班延误或取消赔偿政策
什么叫中转联程？	票务问题_客票预定_联程票
活物过安检有什么危害	乘机流程问题_安检_安检安全解释
妆前乳能不能带？	行李问题_携带物品要求_其他物品
那个我想问一下昆明飞大理的航班，我和我老公带一个1岁2个月的孩子乘机，使用护照可以换登机牌吗?	乘机流程问题_其他_护照登机政策
她装了心脏起搏器 过安检要紧吗	乘机流程问题_安检_安检安全解释
维生素类药品可以带吗？	行李问题_携带物品要求_其他物品
航班号MU9254	航班问题_航班号查询航班动态
请问瑞士军刀可以托运吗？	行李问题_携带物品要求_管制刀具
骨灰盒可以带吗？	行李问题_携带物品要求_其他物品
请问什么宠物不能办理托运？	行李问题_携带物品要求_其他物品
我的登机牌丢了，会影响登机吗？	乘机流程问题_其他_登机牌遗失处理方法
身份证过期问题	乘机流程问题_其他_证件过期问题
不锈钢筷子和勺子可以随身带到飞机上吗？	行李问题_携带物品要求_其他物品
怀孕32周多几天能不能坐飞机？	乘机流程问题_其他_孕妇乘机政策
可以伸缩的拐杖可以随身携带上飞机吗？客人行动不方便。	行李问题_携带物品要求_其他物品
带烟到外地，有没有什么规定？	行李问题_携带物品要求_其他物品
流量控制是啥	航班问题_其他_流量控制解释
不正常航班应如何处理？	航班问题_延误或取消政策_航班延误或取消赔偿政策
成都双流机场路近都段6号属于哪个派出所、	乘机流程问题_其他_办理临时乘机证明
手机机票验真查询	票务问题_机票查验_机票查验方式
怀孕七个半月了,要回湖南生,不知到重庆江北机场需要出示什么证件不?	乘机流程问题_其他_孕妇乘机政策
儿童机票为什么比成人贵	票务问题_票价_儿童票价政策
国内机票婴儿票怎么买	票务问题_票价_儿童票价政策
你好，我问一下，要去台湾，从太原坐厦门航空MF8174转机MF889到台北，准备带6瓶（一箱，每瓶475ml42度白酒），可托运吗？	行李问题_携带物品要求_酒类物品携带规定
飞机无陪儿童收费标准	票务问题_票价_儿童票价政策
如何作才能登机？	乘机流程问题_出发流程
吉祥航空可以携带骨灰盒上飞机吗？	行李问题_携带物品要求_其他物品
飞机票有效期一年是什么意思	票务问题_其他_机票有效期
境外回国下飞机流程	乘机流程问题_到达_国际到达流程
我要带些化妆品还有发胶上飞机，可以带吗？	行李问题_携带物品要求_化妆品
无糖豆浆粉可以带吗？	行李问题_携带物品要求_其他物品
化妆品登机限额是多少	行李问题_携带物品要求_化妆品
吹风机可以带上飞机吗？	行李问题_携带物品要求_其他物品
我刚订了一张票，用身份证购买能不能用护照乘机？	乘机流程问题_其他_乘机证件问题
国际航班有护照，还需要身份证吗？	乘机流程问题_其他_护照登机政策
小孩子吃的果冻可以随身携带上飞机吗？	行李问题_携带物品要求_其他物品
我想问一下我身份证刚刚过期几天可不可以乘机呢	乘机流程问题_其他_证件过期问题
烟可以带上飞机吗	行李问题_携带物品要求_其他物品
托运行李下个航班到合规吗	行李问题_行李托运规则_行李损坏丢失漏取问题
一代身份证可以办理乘机吗？	乘机流程问题_其他_证件过期问题
我想提前托运可以嘛	行李问题_行李托运规则_托运办理时间
我有个票赶不上了， 想要退，你们可以退吗	航班问题_航班退票改签无航司
飞机上可以带胰岛素吗	行李问题_携带物品要求_携带药品规定
请问我要带宠物，该怎么办理？	行李问题_携带物品要求_其他物品
我有个800毫安的剃须刀能带着乘机吗?	行李问题_携带物品要求_管制刀具
我是在校学生，身份证丢了，可以用学生证乘机吗？	乘机流程问题_其他_办理临时乘机证明
满12周岁机票如何收费	票务问题_票价_儿童票价政策
飞机上选座是所有的座位都能选吗	乘机流程问题_其他_紧急出口座位规定
登机口被要求托运	乘机流程问题_其他_登机口托运问题
安检可以长期干吗	乘机流程问题_安检_安检安全解释
海南航空的航班，我想提前托运行李可以吗？	行李问题_行李托运规则_托运办理时间
飞机短信通知延误还会提前吗	航班问题_其他_航班取消欺诈短信
我准备出去玩，能不能带那种喷雾的防晒补水的化妆品	行李问题_携带物品要求_化妆品
AC871	航班问题_航班号查询航班动态
南航短信同意变更航班	航班问题_其他_航班取消欺诈短信
我可以带特级纯酸奶吗？	行李问题_携带物品要求_其他物品
干笋可不可以带上飞机？	行李问题_携带物品要求_其他物品
盐酸可不可以带？	行李问题_携带物品要求_其他物品
我带了点洋牡丹，我想随身携带，可以吗？	行李问题_携带物品要求_其他物品
昆明机场可以带绿萝上飞机吗？	行李问题_携带物品要求_其他物品
航管原因延误什么意思	航班问题_航班延误_空中交通管制延误解释
国际航班携带骨灰盒有什么规定吗？	行李问题_携带物品要求_其他物品
我要到外地去一趟，可以带一袋辣椒粉吗？	行李问题_携带物品要求_其他物品
我想从昆明带10KG香油可以带吗？	行李问题_携带物品要求_其他物品
你是昆明机场吗？我的胰岛素可以带上飞机吗？	行李问题_携带物品要求_携带药品规定
登机托运时间最晚	行李问题_行李托运规则_托运办理时间
